EventID,Year,Month,Day,Hour,minute,second,Easting (m),Northing (m),TVD (m),MW,MWBB,MWg,MLBB,MLg
2967,2016,11,22,11,6,0.038,485184,6022523,3525,0.05,       NaN,-0.53,-0.74,-1.35
2968,2016,11,22,11,8,49.89,484437,6022100,3504,0.18,       NaN,-0.4,-0.59,-1.17
2969,2016,11,22,11,12,14.432,485149,6022538,3519,0.41,       NaN,-0.17,-0.15,-0.8
2970,2016,11,22,11,17,24.824,485277,6022599,3501,-0.03,0.02,-0.65,-0.75,-1.59
2971,2016,11,22,11,21,7.248,485185,6022572,3543,1.55,1.55,0.99,1.73,0.89
2972,2016,11,22,11,21,35.572,484501,6022125,3394,0.28,0.33,-0.38,-0.47,-1.17
2973,2016,11,22,11,28,45.376,484442,6022125,3422,-0.31,       NaN,-0.89,-1.12,-1.9
2974,2016,11,22,11,33,51.676,485212,6022564,3452,0.39,       NaN,-0.19,-0.2,-0.84
2975,2016,11,22,11,34,28.068,484479,6022140,3424,0.36,       NaN,-0.22,-0.13,-0.92
2976,2016,11,22,11,35,33.976,485271,6022623,3524,-0.24,       NaN,-0.82,-1.21,-1.89
2977,2016,11,22,11,43,52.19,484451,6022130,3492,0.09,       NaN,-0.49,-0.62,-1.28
2978,2016,11,22,11,48,9.892,485139,6022543,3508,0.42,       NaN,-0.16,-0.14,-0.81
2979,2016,11,22,11,48,15.692,484348,6021948,3469,-0.25,       NaN,-0.83,-0.12,-1.92
2980,2016,11,22,11,49,51.486,484441,6022125,3500,0.2,       NaN,-0.38,-0.44,-1.11
2981,2016,11,22,11,51,54.974,484441,6022130,3518,0.13,0.19,-0.51,-0.62,-1.29
2982,2016,11,22,11,53,20.31,484461,6022180,3402,-0.21,       NaN,-0.79,-1.1,-1.79
2983,2016,11,22,11,54,58.89,485261,6022613,3492,0.17,       NaN,-0.41,-0.52,-1.18
2984,2016,11,22,11,55,53.466,485227,6022554,3451,1.45,1.45,0.88,1.57,0.75
2985,2016,11,22,11,57,8.752,485287,6022664,3535,-0.35,       NaN,-0.93,-1.09,-2.21
2986,2016,11,22,11,57,13.79,485392,6022954,3495,-0.34,       NaN,-0.92,-1.23,-2.07
2987,2016,11,22,11,58,15.536,485149,6022538,3513,0.61,       NaN,0.03,0.17,-0.5
2988,2016,11,22,12,0,50.002,485207,6022569,3453,0.38,       NaN,-0.2,-0.42,-0.85
2989,2016,11,22,12,8,44.234,484489,6022150,3436,0.35,       NaN,-0.23,-0.19,-0.94
2990,2016,11,22,12,9,45.358,485412,6022974,3481,0.55,       NaN,-0.03,0.02,-0.58
2991,2016,11,22,12,9,57.24,485149,6022538,3515,0.75,0.75,0.19,0.45,-0.26
2992,2016,11,22,12,10,24.076,484437,6022115,3509,0.37,       NaN,-0.21,-0.17,-0.87
2993,2016,11,22,12,20,46.35,485192,6022564,3436,-0.17,       NaN,-0.75,-1.13,-1.77
2994,2016,11,22,12,23,43.1,484407,6022045,3429,-0.18,       NaN,-0.76,-1.12,-1.75
2995,2016,11,22,12,24,24.378,484441,6022130,3498,-0.04,       NaN,-0.62,-0.85,-1.53
2996,2016,11,22,12,26,59.272,484441,6022150,3515,0.18,0.27,-0.5,-0.59,-1.31
2997,2016,11,22,12,28,45.614,485226,6022573,3444,1.21,1.21,0.64,1.19,0.41
2998,2016,11,22,12,31,21.06,485383,6022745,3471,0.53,       NaN,-0.05,-0.01,-0.65
2999,2016,11,22,12,33,18.638,484417,6022115,3461,0.04,       NaN,-0.54,-0.69,-1.33
3000,2016,11,22,12,34,36.232,485221,6022603,3492,0.28,0.28,-0.3,-0.36,-1.01
3001,2016,11,22,12,43,43.968,484427,6022115,3554,0.21,       NaN,-0.37,-0.45,-1.12
3002,2016,11,22,12,45,17.488,484412,6022055,3439,0.35,0.52,-0.59,-0.37,-1.48
3003,2016,11,22,12,45,34.066,484427,6022090,3536,0.28,0.38,-0.45,-0.49,-1.23
3004,2016,11,22,12,48,53,485231,6022618,3507,-0.01,       NaN,-0.59,-0.86,-1.47
3005,2016,11,22,12,50,47.676,484412,6022055,3538,-0.07,       NaN,-0.65,-0.84,-1.59
3006,2016,11,22,12,51,25.778,484402,6022010,3373,-0.15,       NaN,-0.73,-0.98,-1.68
3007,2016,11,22,12,53,20.03,484392,6022035,3496,0.16,       NaN,-0.42,-0.5,-1.17
3008,2016,11,22,12,53,50.36,485192,6022554,3478,-0.09,       NaN,-0.67,-0.99,-1.64
3009,2016,11,22,12,55,43.04,484412,6022075,3503,0.56,0.59,-0.09,0.05,-0.73
3010,2016,11,22,12,58,33.058,485378,6022725,3463,0.79,       NaN,0.21,0.41,-0.25
3011,2016,11,22,13,1,1.406,484437,6022115,3504,0.6,       NaN,0.02,0.11,-0.56
3012,2016,11,22,13,3,51.234,485247,6022549,3423,0.14,       NaN,-0.44,-0.6,-1.24
3013,2016,11,22,13,5,40.312,485236,6022563,3457,-0.08,       NaN,-0.66,-0.98,-1.64
3014,2016,11,22,13,10,13.476,484441,6022135,3537,-0.11,       NaN,-0.69,-0.96,-1.64
3015,2016,11,22,13,16,34.646,485211,6022613,3512,-0.06,       NaN,-0.64,-0.94,-1.6
3016,2016,11,22,13,18,44.256,485212,6022539,3447,1.59,1.59,1.01,1.78,0.95
3017,2016,11,22,13,24,38.9,485201,6022603,3428,0.46,0.48,-0.15,-0.16,-0.79
3018,2016,11,22,13,27,54.05,484456,6022170,3584,0.1,       NaN,-0.48,-0.58,-1.27
3019,2016,11,22,13,30,30.228,485221,6022608,3412,-0.17,-0.11,-0.79,-1.21,-1.87
3020,2016,11,22,13,30,52.74,484387,6022015,2040,-0.26,       NaN,-0.84,-1.27,-1.92
3021,2016,11,22,13,34,9.092,484437,6022100,3483,0.06,       NaN,-0.52,0.48,-1.39
3022,2016,11,22,13,34,28.546,485231,6022618,3481,0.34,0.34,-0.23,-0.25,-0.89
3023,2016,11,22,13,40,39.314,485211,6022613,3486,0.1,       NaN,-0.48,-0.64,-1.26
3024,2016,11,22,13,49,36.424,484402,6022040,3468,0.14,0.19,-0.49,-0.57,-1.27
3025,2016,11,22,13,52,22.632,484452,6022125,3534,-0.16,       NaN,-0.74,-1.03,-1.75
3026,2016,11,22,13,52,35.376,484417,6022065,3472,0.02,       NaN,-0.56,-0.65,-1.37
3027,2016,11,22,13,54,8.154,484437,6022100,3428,0.39,0.52,-0.46,-0.03,-1.26
3028,2016,11,22,13,54,13.098,484427,6022090,3515,0.68,0.74,-0.13,0.36,-0.74
3029,2016,11,22,13,54,17.966,484437,6022100,3500,0.67,       NaN,0.09,0.36,-0.39
3030,2016,11,22,14,4,12.112,484451,6022165,3559,-0.12,       NaN,-0.7,-0.67,-1.72
3031,2016,11,22,14,8,39.952,484412,6022050,3508,0.49,0.53,-0.18,0.02,-0.82
3032,2016,11,22,14,8,45.044,484422,6022075,3506,0.5,       NaN,-0.08,0.02,-0.67
3033,2016,11,22,14,22,54.026,484392,6022035,3469,0.21,       NaN,-0.37,-0.39,-1.08
3034,2016,11,22,14,36,0.44,484441,6022125,3504,0.51,       NaN,-0.07,0.03,-0.65
3035,2016,11,22,14,37,8.44,484436,6022140,3448,0.04,0.09,-0.57,-0.77,-1.42
3036,2016,11,22,14,47,23.052,484392,6022025,3467,0.2,0.26,-0.46,-0.54,-1.25
3037,2016,11,22,14,47,31.824,484402,6022040,3439,0.08,0.13,-0.54,-0.69,-1.35
3038,2016,11,22,14,52,30.882,484417,6022085,3515,0.5,0.54,-0.16,-0.09,-0.76
3039,2016,11,22,14,56,37.868,485408,6022969,3493,-0.09,       NaN,-0.67,-1,-1.65
3040,2016,11,22,15,10,27.716,485536,6022963,3504,0.04,       NaN,-0.54,-0.72,-1.4
3041,2016,11,22,16,1,42.19,485357,6022761,3414,0.37,       NaN,-0.21,-0.16,-0.88
3042,2016,11,22,16,13,50.28,484407,6022045,3507,0.19,       NaN,-0.39,-0.43,-1.16
3043,2016,11,22,16,26,58.39,485227,6022554,3461,0.49,0.48,-0.08,-0.01,-0.67
3044,2016,11,22,16,43,49.232,484422,6022065,3502,0.08,       NaN,-0.5,-0.61,-1.29
3045,2016,11,22,16,50,58.456,485252,6022549,3517,-0.15,       NaN,-0.73,-0.95,-1.82
3046,2016,11,22,17,2,22.646,485337,6022761,3412,1.16,       NaN,0.58,1.15,0.29
3047,2016,11,22,17,3,53.002,485546,6022988,3501,0.23,       NaN,-0.35,-0.32,-1.08
3048,2016,11,22,17,4,54.13,485362,6022786,3434,0.2,       NaN,-0.38,-0.42,-1.15
3049,2016,11,22,17,8,44.016,485307,6022594,3541,-0.08,       NaN,-0.66,-1.04,-1.65
3050,2016,11,22,17,18,9.85,484337,6021948,3543,0.17,0.22,-0.46,-0.7,-1.34
3051,2016,11,22,17,20,32.256,485361,6022589,3926,0.18,0.26,-0.5,-0.93,-1.63
3052,2016,11,22,17,26,5.122,485144,6022573,3523,1.19,1.19,0.61,1.12,0.29
3053,2016,11,22,17,58,46.534,485247,6022539,2677,0.12,       NaN,-0.46,-0.92,-1.46
3054,2016,11,22,18,18,25.81,485185,6022572,3544,1.82,1.82,1.22,2.13,1.19
3055,2016,11,22,19,9,40.494,484417,6022075,3486,0.36,0.5,-0.5,-0.09,-1.36
3056,2016,11,22,19,10,53.612,485412,6022974,3475,0.49,       NaN,-0.09,-0.06,-0.65
3057,2016,11,22,20,0,55.866,485347,6022771,3424,0.77,       NaN,0.19,0.33,-0.28
3058,2016,11,22,20,5,13.424,485297,6022529,3387,0.05,       NaN,-0.53,-0.67,-1.41
3059,2016,11,22,20,13,39.34,484412,6022065,3510,-0.02,       NaN,-0.6,-0.72,-1.54
3060,2016,11,22,20,34,47.954,484447,6022125,3537,0.28,       NaN,-0.3,-0.3,-1.01
3061,2016,11,22,21,30,53.384,485526,6022998,3515,0.71,       NaN,0.13,0.44,-0.44
3062,2016,11,22,21,31,32.308,484417,6022075,3498,0.6,       NaN,0.02,0.19,-0.54
3063,2016,11,22,21,34,2.966,485362,6022776,3405,0.25,       NaN,-0.33,-0.37,-1.11
3064,2016,11,22,21,38,18.344,485327,6022589,3481,0.4,       NaN,-0.18,-0.16,-0.87
3065,2016,11,22,22,10,50.104,485248,6022762,3150,0.26,0.29,-0.36,-0.5,-1.1
3066,2016,11,22,22,26,49.864,485257,6022569,3468,0.12,       NaN,-0.46,-0.68,-1.31
3067,2016,11,22,22,33,46.798,484461,6022140,3533,0.23,0.32,-0.46,-0.59,-1.26
3068,2016,11,22,23,2,41.648,484387,6022025,3437,0.15,       NaN,-0.43,-0.47,-1.16
3069,2016,11,22,23,9,52.22,485407,6022944,3477,0.03,       NaN,-0.55,-0.78,-1.46
3070,2016,11,22,23,41,8.18,485277,6022908,3539,0.08,0.21,-0.63,-0.97,-1.56
3071,2016,11,22,23,43,44.802,484417,6022080,3496,0.36,       NaN,-0.22,-0.21,-0.87
3072,2016,11,22,23,53,27.016,485302,6022599,3432,-0.06,       NaN,-0.64,-1.05,-1.68
3073,2016,11,23,0,22,49.982,485347,6022751,3389,0.73,0.75,0.09,0.35,-0.42
3074,2016,11,23,0,30,9.102,485282,6022534,3277,0.12,0.3,-0.67,-0.79,-1.73
3075,2016,11,23,0,34,47.736,483867,6021584,3283,0.48,0.49,-0.12,-0.08,-0.68
3076,2016,11,23,0,46,17.98,485366,6022629,3509,-0.08,       NaN,-0.66,-0.95,-1.7
3077,2016,11,23,0,48,51.456,485302,6022599,3427,-0.02,0.12,-0.72,-1.05,-1.78
3078,2016,11,23,0,59,20.606,485337,6022614,3462,0.06,       NaN,-0.52,-1.09,-1.38
3079,2016,11,23,1,18,28.824,485437,6022864,3527,-0.13,       NaN,-0.71,-1,-1.78
3080,2016,11,23,1,39,22.872,484447,6022115,3536,0.32,0.38,-0.37,-0.43,-1.11
3081,2016,11,23,1,50,22.146,485361,6022746,3302,0.1,       NaN,-0.48,-0.58,-1.29
3082,2016,11,23,2,18,9.106,485351,6022614,3523,0.17,0.26,-0.51,-0.74,-1.4
3083,2016,11,23,2,28,34.162,485352,6022624,3487,0.39,       NaN,-0.19,-0.16,-0.82
3084,2016,11,23,2,28,54.492,485267,6022549,3448,0.38,0.41,-0.24,-0.26,-0.96
3085,2016,11,23,2,31,35.744,485198,6022797,3544,0.71,0.72,0.11,0.27,-0.36
3086,2016,11,23,3,5,20.998,484412,6022065,3497,0.3,       NaN,-0.28,-0.26,-0.97
3087,2016,11,23,3,5,54.314,485302,6022609,3457,-0.22,       NaN,-0.8,-0.99,-1.81
3088,2016,11,23,3,6,9.462,485217,6022514,3461,0.08,       NaN,-0.5,-0.64,-1.33
3089,2016,11,23,3,46,20.028,485253,6022518,3498,0.23,       NaN,-0.35,-0.42,-1.08
3090,2016,11,23,3,52,0.29,484392,6021950,3305,0.24,       NaN,-0.34,-0.42,-1.08
3091,2016,11,23,3,52,7.558,484412,6022090,3519,0.17,       NaN,-0.41,-0.4,-1.19
3092,2016,11,23,3,52,32.586,484427,6022075,3464,0.27,       NaN,-0.31,-0.39,-1.06
3093,2016,11,23,4,1,56.456,485317,6022624,3462,-0.05,       NaN,-0.63,-0.75,-1.57
3094,2016,11,23,4,9,47.308,485557,6022869,3446,0.07,       NaN,-0.51,-0.7,-1.34
3095,2016,11,23,4,32,35.056,485337,6022624,3433,-0.12,       NaN,-0.7,-0.72,-1.68
3096,2016,11,23,4,42,20.586,483845,6021666,3192,0.4,       NaN,-0.18,-0.12,-0.8
3097,2016,11,23,4,47,44.198,485231,6022658,3485,-0.07,       NaN,-0.65,-0.76,-1.63
3098,2016,11,23,5,3,36.058,484412,6021938,3439,-0.12,       NaN,-0.7,-0.85,-1.65
3099,2016,11,23,5,5,44.666,484412,6022075,3508,0.22,       NaN,-0.36,-0.39,-1.08
3100,2016,11,23,5,12,45.096,485251,6022658,3505,0.29,       NaN,-0.29,-0.32,-1.09
3101,2016,11,23,5,36,31.626,485521,6022973,3491,1.15,1.15,0.6,1.17,0.32
3102,2016,11,23,5,41,15.824,485323,6022822,3444,0.96,       NaN,0.38,0.9,-0.08
3103,2016,11,23,5,47,48.42,485226,6022623,3468,0.98,0.99,0.37,0.72,-0.08
3104,2016,11,23,6,27,39.128,484370,6021991,3223,0.1,0.21,-0.6,-0.76,-1.44
3105,2016,11,23,6,41,19.15,485348,6022797,3425,0.54,       NaN,-0.04,0.09,-0.66
3106,2016,11,23,7,6,24.178,485348,6022812,3425,0.32,       NaN,-0.26,-0.22,-1.03
3107,2016,11,23,7,21,42.812,485159,6022488,3552,0.17,       NaN,-0.41,-0.53,-1.17
3108,2016,11,23,7,23,46.474,485337,6022599,3474,1.17,1.17,0.59,1.12,0.33
3109,2016,11,23,7,39,22.672,485388,6022939,3436,0.05,       NaN,-0.53,-0.75,-1.38
3110,2016,11,23,7,58,0.158,484402,6021923,3468,0.11,       NaN,-0.47,-0.58,-1.23
3111,2016,11,23,7,58,36.996,484387,6021940,3314,0.38,0.43,-0.3,-0.26,-0.98
3112,2016,11,23,8,2,44.026,485537,6023029,3506,0.72,       NaN,0.14,0.42,-0.38
3113,2016,11,23,8,3,20.672,484735,6021922,3506,-0.12,0,-0.78,-0.86,-1.83
3114,2016,11,23,8,9,37.284,485367,6022781,3399,0.17,0.23,-0.47,-0.54,-1.25
3115,2016,11,23,8,24,42.604,484432,6022095,3459,0.44,0.51,-0.28,-0.26,-0.99
3116,2016,11,23,8,46,15.06,485348,6022802,3560,0.68,0.7,0.05,0.29,-0.58
3117,2016,11,23,8,52,41.986,483839,6021668,3159,0.22,0.27,-0.43,-0.54,-1.16
3118,2016,11,23,9,7,56.666,485547,6023059,3522,0.23,       NaN,-0.35,-0.34,-1.11
3119,2016,11,23,9,10,7.536,485199,6022772,3556,0.06,       NaN,-0.52,-0.7,-1.35
3120,2016,11,23,9,10,17.294,484427,6021938,3479,-0.29,       NaN,-0.87,-1.18,-2.01
3121,2016,11,23,9,11,52.266,485353,6022618,3480,0.16,       NaN,-0.42,-0.54,-1.18
3122,2016,11,23,9,21,20.862,485212,6022514,3463,0.28,       NaN,-0.3,-0.32,-1.03
3123,2016,11,23,10,16,48.842,485247,6022524,3446,0.42,       NaN,-0.16,-0.11,-0.8
3124,2016,11,23,10,16,55.024,485212,6022499,3422,-0.1,       NaN,-0.68,-0.11,-1.66
3125,2016,11,23,10,18,5.588,484402,6021950,3393,0.13,       NaN,-0.45,-0.56,-1.22
3126,2016,11,23,10,30,54.638,485322,6022547,3998,-0.07,       NaN,-0.65,-0.92,-1.61
3127,2016,11,23,10,53,24.948,485266,6022598,3502,-0.23,       NaN,-0.81,0,-1.89
3128,2016,11,23,11,2,51.304,485277,6022599,3492,-0.09,       NaN,-0.67,-0.94,-1.55
3129,2016,11,23,11,22,28.066,485337,6022574,3416,-0.22,       NaN,-0.8,-1.21,-1.91
3130,2016,11,23,11,34,27.194,484392,6021923,3515,-0.21,-0.06,-0.87,-1.23,-1.9
3131,2016,11,23,11,43,46.342,485247,6022534,3443,0.21,       NaN,-0.37,-0.45,-1.15
3132,2016,11,23,11,55,30.824,485347,6022771,3435,1,       NaN,0.42,0.88,0.04
3133,2016,11,23,11,56,16.418,485562,6023004,3422,-0.36,       NaN,-0.94,-1.34,-2.09
3134,2016,11,23,12,17,43.394,485247,6022549,2002,-0.21,-0.08,-0.86,-1.45,-2.02
3135,2016,11,23,12,19,13.716,485253,6022742,3520,0.03,       NaN,-0.55,-0.67,-1.45
3136,2016,11,23,12,36,18.23,483830,6021656,3179,0.9,       NaN,0.32,0.65,-0.04
3137,2016,11,23,12,38,40.724,485261,6022648,3477,0.36,0.37,-0.24,-0.18,-0.94
3138,2016,11,23,12,57,39.884,485422,6022989,3512,0.24,       NaN,-0.34,0.14,-1.17
3139,2016,11,23,13,2,53.79,485227,6022664,3472,0.72,0.76,0.02,0.3,-0.6
3140,2016,11,23,13,30,46.904,485333,6022812,3428,1.09,       NaN,0.51,1.04,0.07
3141,2016,11,23,13,33,5.476,484397,6021905,3394,0.25,0.35,-0.47,-0.52,-1.3
3142,2016,11,23,14,14,49.896,485353,6022817,3435,0.46,       NaN,-0.12,0,-0.79
3143,2016,11,23,14,27,35.81,485227,6022549,3453,0.33,       NaN,-0.25,0.14,-1
3144,2016,11,23,14,29,10.462,485272,6022559,3486,0.79,0.8,0.2,0.44,-0.28
3145,2016,11,23,14,44,3.706,484382,6021995,3393,0,       NaN,-0.58,-0.78,-1.46
3146,2016,11,23,15,8,22.878,485332,6022569,3413,-0.07,0.14,-0.83,-1.14,-1.86
3147,2016,11,23,15,20,39.522,485293,6022623,3548,0.62,0.65,-0.04,0.11,-0.65
3148,2016,11,23,16,0,22.024,483834,6021653,3187,-0.06,-0.35,-0.55,-1.54,-1.39
3149,2016,11,23,16,28,41.468,484387,6021903,3520,0.24,       NaN,-0.34,-0.46,-1.1
3150,2016,11,23,16,28,55.89,484412,6021938,3544,0.23,0.27,-0.39,-0.5,-1.17
3151,2016,11,23,16,35,0.184,483877,6021564,3327,0.14,       NaN,-0.44,-0.64,-1.26
3152,2016,11,23,18,12,35.968,485442,6022715,3496,0.36,0.37,-0.23,-0.26,-0.89
3153,2016,11,23,18,17,35.614,485262,6022589,3462,0.12,       NaN,-0.46,-0.76,-1.37
3154,2016,11,23,18,30,44.38,485336,6022614,3473,0.05,0.22,-0.71,-0.92,-1.7
3155,2016,11,23,19,4,45.794,483836,6021647,3177,0.89,0.89,0.31,0.62,-0.07
3156,2016,11,23,20,21,43.33,485317,6022539,3382,0.43,0.58,-0.51,0.07,-1.52
3157,2016,11,23,20,40,14.59,485357,6022771,3418,0.12,0.23,-0.58,-0.79,-1.48
3158,2016,11,23,20,49,32.672,485348,6022737,3290,0.06,       NaN,-0.52,-0.67,-1.38
3159,2016,11,23,22,6,34.206,485602,6023089,3671,0.09,0.2,-0.6,-0.85,-1.57
3160,2016,11,23,22,44,50.198,485331,6022614,2004,-0.1,       NaN,-0.68,-1.26,-1.86
3161,2016,11,23,23,8,10.734,485282,6022547,3493,0.11,0.12,-0.47,-0.62,-1.22
3162,2016,11,23,23,14,52.394,485258,6022787,3458,0.59,0.59,0.01,0.11,-0.53
3163,2016,11,23,23,25,10.768,485204,6022817,3555,0.24,       NaN,-0.34,-0.43,-1.05
3164,2016,11,23,23,38,3.692,485347,6022781,3448,1.2,1.21,0.63,1.25,0.29
3165,2016,11,23,23,44,12.54,485372,6022786,3429,0.19,       NaN,-0.39,-0.48,-1.18
3166,2016,11,23,23,44,25.64,485562,6023034,3533,0.14,       NaN,-0.44,-0.57,-1.24
3167,2016,11,23,23,45,8.216,485333,6022548,3419,0.05,       NaN,-0.53,-0.82,-1.37
3168,2016,11,23,23,45,13.37,485202,6022390,3267,0.01,0.08,-0.63,-0.83,-1.59
3169,2016,11,24,0,24,48.568,485234,6022503,3400,0.12,       NaN,-0.46,-0.62,-1.27
3170,2016,11,24,0,30,48.144,485217,6022564,3436,0.56,       NaN,-0.02,0.12,-0.65
3171,2016,11,24,1,19,54.356,485363,6022553,3464,0.18,0.18,-0.4,-0.5,-1.13
3172,2016,11,24,1,30,3.568,485237,6022500,3433,-0.13,       NaN,-0.71,-0.96,-1.64
3173,2016,11,24,1,31,29.62,485263,6022812,3469,0.33,0.34,-0.27,-0.28,-0.94
3174,2016,11,24,1,32,28.486,484341,6021987,3542,-0.23,       NaN,-0.81,-1.15,-1.85
3175,2016,11,24,1,48,33.754,485382,6022924,3436,-0.02,-0.04,-0.58,-0.84,-1.47
3176,2016,11,24,2,20,0.03,485382,6022701,3313,-0.02,       NaN,-0.6,-0.83,-1.46
3177,2016,11,24,2,52,1.556,485297,6022552,3523,0.24,       NaN,-0.34,-0.41,-1.02
3178,2016,11,24,3,5,32.456,485302,6022567,3517,-0.05,0.01,-0.67,-0.94,-1.52
3179,2016,11,24,3,12,39.622,485307,6022582,3548,-0.01,       NaN,-0.59,-0.81,-1.41
3180,2016,11,24,3,34,24.53,485531,6022993,3508,0.05,       NaN,-0.53,-0.66,-1.36
3181,2016,11,24,3,44,16.444,485307,6022582,3546,-0.02,       NaN,-0.6,-0.82,-1.42
3182,2016,11,24,4,11,53.28,485357,6022781,3443,0.04,       NaN,-0.54,-0.7,-1.44
3183,2016,11,24,4,19,25.522,485348,6022802,3428,0.85,0.85,0.26,0.67,-0.28
3184,2016,11,24,4,36,0.684,485361,6022614,3392,-0.24,-0.04,-0.93,-1.24,-2.04
3185,2016,11,24,4,43,52.886,485338,6022558,3420,-0.1,       NaN,-0.68,-0.95,-1.58
3186,2016,11,24,5,6,1.562,485297,6022572,3528,0.22,0.24,-0.38,-0.5,-1.1
3187,2016,11,24,5,29,35.778,484506,6023091,3583,0.02,0.05,-0.58,-0.73,-1.43
3188,2016,11,24,5,44,51.95,485362,6022786,3409,0.42,       NaN,-0.16,-0.09,-0.81
3189,2016,11,24,5,59,48.636,485312,6022724,3558,-0.19,-0.81,-0.72,-2.25,-1.75
3190,2016,11,24,6,3,33.964,485367,6022786,3379,0.1,0.11,-0.49,-0.59,-1.31
3191,2016,11,24,6,28,11.408,485542,6022879,3402,-0.13,       NaN,-0.71,-0.96,-1.62
3192,2016,11,24,6,35,15.834,484486,6023011,3542,-0.18,       NaN,-0.76,-1,-1.76
3193,2016,11,24,6,37,32.578,485258,6022797,3420,0.98,0.98,0.39,0.77,0.01
3194,2016,11,24,6,38,5.77,485282,6022484,4086,-0.11,       NaN,-0.69,-0.94,-1.68
3195,2016,11,24,6,48,28.706,485332,6022609,3477,-0.2,       NaN,-0.78,-1.07,-1.8
3196,2016,11,24,7,9,57.99,485352,6022542,3420,0.05,       NaN,-0.53,-0.58,-1.31
3197,2016,11,24,7,10,18.526,485241,6022603,3418,-0.04,0.01,-0.65,-0.89,-1.59
3198,2016,11,24,7,12,37.852,485184,6022563,3517,0.51,       NaN,-0.07,0.14,-0.71
3199,2016,11,24,7,57,7.568,485174,6022429,3434,-0.27,       NaN,-0.85,-1.14,-1.87
3200,2016,11,24,8,8,33.604,485352,6022614,3448,0.23,       NaN,-0.35,-0.47,-1.04
3201,2016,11,24,8,9,32.472,485357,6022537,3429,0.01,       NaN,-0.57,-0.79,-1.37
3202,2016,11,24,9,11,54.02,485212,6022534,3433,-0.02,       NaN,-0.6,-0.83,-1.48
3203,2016,11,24,9,34,23.044,484571,6023051,3531,-0.24,       NaN,-0.82,-1.05,-1.76
3204,2016,11,24,9,39,1.442,485386,6022659,3509,-0.46,       NaN,-1.04,-1.33,-2.18
3205,2016,11,24,9,58,45.446,485352,6022699,3490,-0.46,       NaN,-1.04,-1.49,-2.22
3206,2016,11,24,10,10,7.638,484586,6023061,3568,-0.06,       NaN,-0.64,-0.88,-1.57
3207,2016,11,24,11,13,9.258,485206,6022394,4997,-0.16,       NaN,-0.74,-1.15,-1.76
3208,2016,11,24,11,19,19.05,483862,6021564,3350,-0.28,       NaN,-0.86,-1.29,-1.96
3209,2016,11,24,11,21,39.016,485312,6022475,3436,-0.28,       NaN,-0.86,-1.25,-1.91
3210,2016,11,24,11,37,25.65,485312,6022609,3516,-0.19,       NaN,-0.77,-1.06,-1.76
3211,2016,11,24,12,6,45.986,485292,6022490,3458,-0.29,-0.11,-0.96,-1.36,-2.1
3212,2016,11,24,12,7,42.4,485377,6022816,3448,-0.02,       NaN,-0.6,-0.76,-1.45
3213,2016,11,24,12,21,8.714,483906,6021593,3213,-0.43,       NaN,-1.01,-1.48,-2.32
3214,2016,11,24,12,31,27.184,484566,6023046,3517,0.13,       NaN,-0.45,-0.52,-1.2
3215,2016,11,24,12,53,29.364,485243,6022448,3468,-0.02,       NaN,-0.6,-0.88,-1.47
3216,2016,11,24,12,56,50.058,485252,6022494,3422,-0.2,       NaN,-0.78,-1.11,-1.94
3217,2016,11,24,13,53,18.64,485199,6022588,3541,0.52,       NaN,-0.06,0.02,-0.71
3218,2016,11,24,14,27,40.658,485252,6022549,3438,0.4,       NaN,-0.18,-0.15,-0.9
3219,2016,11,24,15,10,46.046,485189,6022568,3552,0.14,       NaN,-0.44,-0.58,-1.28
3220,2016,11,24,15,23,20.87,485307,6022557,3589,0.09,0.22,-0.62,-0.87,-1.45
3221,2016,11,24,15,37,28.946,485412,6022999,3508,0.97,       NaN,0.39,0.75,0.05
3222,2016,11,24,15,58,44.072,485507,6022670,3519,0.14,       NaN,-0.44,-0.66,-1.2
3223,2016,11,24,16,45,12.744,485307,6022572,3545,0.59,       NaN,0.01,0.16,-0.5
3224,2016,11,24,16,55,28.946,485358,6022530,3519,0.19,0.37,-0.66,-0.86,-1.55
3225,2016,11,24,17,28,40.364,485331,6022529,3481,0.23,0.36,-0.55,-0.64,-1.48
3226,2016,11,24,17,28,48.076,485347,6022522,3349,0.22,       NaN,-0.36,-0.35,-1.1
3227,2016,11,24,17,31,43.108,485357,6022796,3395,0.91,0.91,0.34,0.76,-0.06
3228,2016,11,24,18,29,48.072,485338,6022822,3424,0.5,       NaN,-0.08,0.06,-0.74
3229,2016,11,24,19,16,17.288,483863,6021457,3596,0.47,       NaN,-0.11,-0.06,-0.68
3230,2016,11,24,20,43,22.066,485348,6022807,3420,0.99,0.99,0.42,0.89,0.03
3231,2016,11,24,21,9,14.492,485373,6022563,3488,0.37,       NaN,-0.21,-0.19,-0.84
3232,2016,11,24,22,6,33.96,484146,6021158,4143,0.13,0.21,-0.54,-0.91,-1.47
3233,2016,11,24,22,19,30.198,485257,6022554,3417,-0.05,       NaN,-0.63,-0.9,-1.61
3234,2016,11,24,23,1,20.072,485362,6022537,3463,0.52,0.54,-0.09,0,-0.67
3235,2016,11,24,23,30,0.582,485283,6022483,3449,0.07,0.14,-0.58,-0.8,-1.45
3236,2016,11,24,23,38,23.528,484307,6021985,3398,-0.13,       NaN,-0.71,-1.08,-1.69
