Number,Month,Day,Hour,Minute,Second,Easting (m),Northing (m),Depth (m),Magnitude Mw
438,10,31,23,29,32,3300.9,5049.9,3264.2,-0.07
439,10,31,23,32,30,3273.4,4949.4,3281.4,-0.05
440,10,31,23,32,36,2890.6,4263.9,3476.3,-0.10
441,10,31,23,32,41,3227.5,5023.4,3367.1,-0.31
442,10,31,23,33,19,3298.1,5017.4,3216.1,-0.20
443,10,31,23,33,23,3304.4,5015.4,3305.5,-0.27
444,10,31,23,33,26,3276.7,4984.9,3427.6,-0.29
445,10,31,23,33,41,3307.7,5018.4,3340.5,-0.29
446,10,31,23,33,58,3294.3,4996.4,3246.3,-0.19
447,10,31,23,34,21,3210.1,4900.4,3336.8,-0.23
448,10,31,23,34,27,3264.6,4993.4,3347.0,-0.14
449,10,31,23,34,32,3283.4,4996.4,3285.0,-0.16
450,10,31,23,43,4,2917.9,4326.4,3393.7,-0.12
451,10,31,23,43,50,2896.4,4368.4,3540.0,-0.07
452,10,31,23,44,44,2866.4,4346.4,3460.7,-0.16
453,10,31,23,45,32,2870.3,4273.4,3490.6,-0.21
454,10,31,23,47,21,2856.3,4262.9,3421.6,0.00
455,10,31,23,47,54,2892.4,4282.4,3503.0,-0.54
456,10,31,23,50,4,2930.9,4354.9,3355.1,-0.12
457,10,31,23,52,26,2871.4,4340.4,3533.1,0.04
458,11,1,0,0,24,2924.1,4308.9,3428.9,-0.23
459,11,1,0,7,39,2934.9,4327.4,3298.0,0.20
460,11,1,0,9,20,2914.8,4402.9,3495.0,0.01
461,11,1,0,13,1,2928.2,4346.9,3422.9,0.20
462,11,1,0,15,9,2936.6,4367.4,3535.7,0.16
463,11,1,0,17,34,2908.6,4347.9,3533.1,-0.13
464,11,1,0,18,23,2935.8,4355.4,3414.1,-0.11
465,11,1,0,20,59,2906.4,4365.4,3551.2,-0.11
466,11,1,0,21,51,2929.7,4331.9,3274.7,0.29
467,11,1,0,22,55,2887.7,4321.9,3473.3,-0.10
468,11,1,0,25,14,2854.4,4281.9,3144.0,-0.03
469,11,1,0,25,19,2877.1,4307.9,3461.6,-0.05
470,11,1,0,28,23,2929.1,4346.4,3372.4,0.39
471,11,1,0,31,33,2935.9,4343.4,3395.7,0.26
472,11,1,0,34,5,2914.7,4382.4,3383.4,-0.17
473,11,1,0,35,39,2907.2,4313.4,3438.4,-0.08
474,11,1,0,36,22,2940.8,4356.4,3285.8,0.26
475,11,1,0,39,52,3052.7,4641.4,3987.6,-0.03
476,11,1,0,40,9,3049.8,4602.9,3909.6,0.02
477,11,1,0,40,29,2947.5,4347.4,3363.2,0.24
478,11,1,0,42,37,3013.5,4482.9,3992.2,-0.09
479,11,1,0,43,49,2948.4,4355.4,3353.3,0.13
480,11,1,0,47,36,2980.9,4404.4,3449.2,-0.11
481,11,1,0,47,41,2945.8,4335.9,3390.2,0.32
482,11,1,0,48,44,2893.7,4315.4,3486.7,-0.28
483,11,1,0,52,0,5066.8,1923.9,3336.3,-0.09
484,11,1,0,55,30,2954.8,4353.4,3286.3,0.41
485,11,1,1,2,7,2907.9,4366.4,3498.2,-0.07
486,11,1,1,3,51,2935.4,4296.4,3391.6,0.49
487,11,1,1,12,7,2901.4,4370.4,3494.5,-0.19
488,11,1,1,13,6,2943.5,4358.4,3386.3,0.48
489,11,1,1,18,5,3097.7,4628.4,3775.9,-0.06
490,11,1,1,20,12,3062.2,4507.9,3471.0,0.02
491,11,1,1,21,40,2955.5,4332.4,3432.7,-0.08
492,11,1,1,22,57,2944.4,4356.9,3290.4,0.45
493,11,1,1,27,41,2938.8,4385.9,3450.5,-0.24
494,11,1,1,32,12,2950.1,4318.4,3391.2,0.50
495,11,1,1,33,22,2911.1,4364.4,3385.6,-0.37
496,11,1,1,36,21,2932.2,4305.4,3359.8,0.17
497,11,1,1,38,32,2951.2,4382.9,3455.3,-0.13
498,11,1,1,43,10,2901.9,4308.9,3352.4,-0.17
499,11,1,1,43,29,3048.1,4542.9,3469.5,-0.37
500,11,1,1,44,43,3142.0,4641.9,3293.6,-0.23
501,11,1,1,48,56,2953.9,4332.4,3287.1,0.61
502,11,1,1,55,56,2872.2,4256.4,3369.3,-0.32
503,11,1,1,58,14,2961.2,4339.4,3336.6,0.51
504,11,1,2,4,46,2957.8,4324.9,3429.9,0.29
505,11,1,2,8,1,2903.6,4326.9,3433.8,-0.26
506,11,1,2,12,8,2938.6,4295.4,3346.1,0.46
507,11,1,2,21,33,2943.6,4356.4,3293.6,0.54
508,11,1,2,30,0,2960.8,4338.4,3363.1,0.46
509,11,1,2,32,19,3064.4,4509.4,3271.1,-0.16
510,11,1,2,36,26,2967.7,4426.4,3394.6,-0.27
511,11,1,2,40,14,2953.9,4324.4,3334.6,0.56
512,11,1,2,49,31,2943.8,4341.4,3362.9,0.42
513,11,1,2,53,34,2904.0,4363.4,3440.1,-0.15
514,11,1,3,1,16,2953.4,4338.4,3248.7,0.49
515,11,1,3,8,1,3036.7,4611.9,3908.9,-0.10
516,11,1,3,9,14,2887.4,4356.9,3433.0,-0.08
517,11,1,3,12,12,2934.5,4338.4,3362.0,0.45
518,11,1,3,20,34,2955.1,4296.4,3326.5,0.46
519,11,1,3,31,5,3246.8,5045.4,3438.7,-0.15
520,11,1,3,32,27,3304.8,5036.4,3341.3,-0.07
521,11,1,3,37,52,2946.1,4309.9,3388.8,0.62
522,11,1,3,42,48,3093.9,4553.9,4006.2,-0.15
523,11,1,3,46,39,3120.8,4529.4,3547.3,-0.24
524,11,1,3,49,29,2931.1,4393.4,3425.7,-0.11
525,11,1,3,51,3,2944.7,4312.9,3343.9,0.42
526,11,1,4,5,9,2930.1,4331.4,3361.2,0.38
527,11,1,4,5,19,2891.6,4349.4,3429.6,-0.14
528,11,1,4,17,33,3004.0,4260.4,3374.9,0.42
529,11,1,4,28,49,2898.1,4349.4,3463.1,-0.15
530,11,1,4,30,48,2931.5,4289.4,3343.6,0.35
531,11,1,4,42,56,2893.5,4337.4,3432.7,-0.19
532,11,1,4,45,6,2935.9,4306.4,3280.9,0.41
533,11,1,4,54,30,2935.9,4295.4,3339.9,0.33
534,11,1,4,56,39,2878.4,4331.9,3509.2,-0.62
535,11,1,5,5,14,2916.7,4317.4,3313.5,0.27
536,11,1,5,12,41,2923.3,4337.4,3338.0,0.04
537,11,1,5,27,33,2913.9,4324.9,3419.6,-0.01
538,11,1,5,28,7,2896.2,4307.4,3513.7,-0.30
539,11,1,5,34,7,2910.4,4321.9,3310.1,0.15
540,11,1,5,41,46,2939.6,4404.9,3392.8,-0.29
541,11,1,5,51,50,2913.4,4314.4,3390.9,-0.30
542,11,1,5,54,17,3031.9,4500.4,3784.5,-0.22
543,11,1,5,56,47,2914.0,4413.4,3398.1,-0.25
544,11,1,5,59,8,2906.4,4318.4,3339.0,-0.07
545,11,1,5,59,58,2528.3,3632.9,3731.4,0.00
546,11,1,6,19,5,2892.7,4293.4,3409.7,-0.26
547,11,1,6,25,2,2854.4,4279.9,3405.0,-0.13
548,11,1,6,45,37,2962.4,4394.4,3278.1,0.03
549,11,1,6,51,43,2862.4,4270.9,3459.7,-0.12
550,11,1,6,59,58,2918.8,4335.4,3362.5,0.00
551,11,1,7,8,32,2909.1,4333.4,3373.4,-0.21
552,11,1,7,8,55,2906.8,4408.9,3357.2,-0.52
553,11,1,7,11,11,2791.4,4165.4,3538.5,-0.29
554,11,1,7,16,34,3336.3,5048.9,3314.7,-0.28
555,11,1,7,18,46,3114.8,4526.9,3919.5,-0.14
556,11,1,7,19,23,3030.7,4556.4,3884.3,-0.18
557,11,1,7,19,30,3085.6,4584.4,4036.2,-0.14
558,11,1,7,19,36,3111.8,4473.9,3980.8,0.03
559,11,1,7,21,30,2909.4,4715.9,3883.8,-0.21
560,11,1,7,21,43,3059.4,4597.4,3988.7,-0.17
561,11,1,7,23,56,2963.6,4388.4,3321.1,-0.15
562,11,1,7,25,12,2768.1,4184.4,3390.3,-0.31
563,11,1,7,44,31,2749.9,4177.4,3390.7,-0.41
564,11,1,7,50,17,2744.0,4166.4,3365.1,-0.40
565,11,1,7,52,3,2958.1,4388.9,3307.5,0.10
566,11,1,7,57,54,2811.9,4229.9,3342.3,-0.41
567,11,1,8,5,58,2798.7,4204.9,3303.1,-0.40
568,11,1,8,9,48,2724.8,4162.4,3424.0,-0.30
569,11,1,8,10,16,2968.3,4364.4,3467.9,-0.23
570,11,1,8,14,30,3159.2,4574.4,3961.3,-0.13
571,11,1,8,14,43,3115.2,4518.4,3944.4,-0.12
572,11,1,8,14,46,3115.6,4639.4,3854.7,-0.11
573,11,1,8,17,0,3066.3,4563.4,3935.8,-0.16
574,11,1,8,18,6,3083.3,4598.4,3811.1,-0.17
575,11,1,8,25,31,2907.4,4318.4,3459.1,-0.04
576,11,1,8,26,47,2754.3,4163.4,3327.5,-0.13
577,11,1,8,28,29,2796.1,4239.4,3422.3,-0.17
578,11,1,8,34,36,2959.3,4405.4,3455.0,-0.07
579,11,1,8,36,18,2757.7,4158.4,3416.8,-0.18
580,11,1,8,39,25,3154.6,4749.4,3891.5,-0.17
581,11,1,8,44,24,2779.6,4201.4,3400.9,-0.26
582,11,1,8,46,22,3063.9,4724.9,3826.8,-0.07
583,11,1,8,46,26,3022.5,4724.4,4138.5,0.10
584,11,1,8,49,14,2767.2,4164.4,3414.6,-0.16
585,11,1,8,50,41,2760.8,4183.4,3396.3,0.00
586,11,1,8,55,53,3072.6,4514.9,3983.7,0.03
587,11,1,8,57,20,2931.3,4331.4,3405.6,-0.11
588,11,1,9,1,19,2749.8,4168.4,3398.2,-0.12
589,11,1,9,4,41,2745.9,4161.4,3420.9,-0.13
590,11,1,9,5,25,2792.6,4208.4,3424.2,-0.11
591,11,1,9,5,39,2779.3,4244.4,3429.4,-0.17
592,11,1,9,6,54,2748.9,4163.9,3319.2,-0.18
593,11,1,9,9,25,2844.0,4324.4,3325.6,-0.21
594,11,1,9,13,19,2770.4,4141.9,3468.8,-0.19
595,11,1,9,15,25,2784.9,4192.4,3348.6,0.07
596,11,1,9,17,28,2734.2,4149.9,3385.2,-0.16
597,11,1,9,18,4,2753.0,4155.4,3367.5,-0.19
598,11,1,9,19,0,3125.7,4535.4,3937.1,-0.17
599,11,1,9,19,24,2781.3,4225.4,3405.3,-0.23
600,11,1,9,22,43,2777.0,4218.4,3455.6,-0.27
601,11,1,9,24,29,2796.0,4129.4,3356.0,0.02
602,11,1,9,27,8,2745.0,4133.4,3369.6,-0.35
603,11,1,9,28,43,2933.3,4343.4,3445.5,-0.07
604,11,1,9,29,28,2764.9,4135.4,3388.3,-0.11
605,11,1,9,31,4,2808.5,4244.4,3336.5,-0.25
606,11,1,9,32,57,2735.5,4130.4,3419.5,-0.22
607,11,1,9,36,44,2783.8,4188.9,3265.9,-0.05
608,11,1,9,39,51,2755.3,4145.9,3401.0,-0.20
609,11,1,9,40,7,2756.8,4138.9,3436.9,-0.13
610,11,1,9,42,45,2772.5,4134.4,3372.4,-0.18
611,11,1,9,43,25,2786.9,4192.4,3426.5,0.02
612,11,1,9,44,47,2715.6,4107.4,3265.4,0.04
613,11,1,9,45,23,2764.3,4158.9,3379.1,0.25
614,11,1,9,50,44,2769.9,4120.4,3405.8,0.01
615,11,1,9,56,15,2765.1,4131.4,3462.9,-0.16
616,11,1,9,56,38,2858.3,4154.9,3381.2,-0.33
617,11,1,9,57,8,2737.1,4144.9,3204.8,-0.23
618,11,1,10,1,28,2783.6,4177.4,3284.3,0.09
619,11,1,10,3,54,2757.5,4155.4,3335.0,-0.28
620,11,1,10,7,14,2763.8,4120.4,3321.5,-0.10
621,11,1,10,9,3,2777.0,4150.9,3282.7,-0.35
622,11,1,10,9,30,2743.2,4129.9,3348.2,-0.12
623,11,1,10,10,50,2742.1,4151.4,3385.3,-0.57
624,11,1,10,14,33,2784.0,4180.4,3424.3,0.04
625,11,1,10,14,36,2741.1,4132.4,3310.7,-0.24
626,11,1,10,22,3,2780.5,4175.4,3231.9,-0.06
627,11,1,10,28,32,2762.7,4182.4,3282.8,0.15
628,11,1,10,32,11,2764.4,4139.4,3415.2,-0.26
629,11,1,10,37,53,2751.5,4136.9,3329.2,-0.10
630,11,1,10,41,35,2753.3,4130.4,3344.4,-0.04
631,11,1,10,48,4,2781.1,4176.4,3294.1,0.17
632,11,1,10,54,7,2742.4,4154.4,3386.8,-0.13
633,11,1,10,55,6,2865.7,4165.4,3448.4,-0.03
634,11,1,10,57,17,2778.4,4177.4,3307.0,-0.06
635,11,1,10,58,56,2729.5,4128.9,3203.5,-0.16
636,11,1,11,3,48,2776.4,4113.4,3284.3,0.13
637,11,1,11,3,54,2782.3,4185.4,3297.2,0.25
638,11,1,11,7,24,2787.4,4170.4,3360.5,-0.16
639,11,1,11,7,32,2801.4,4098.4,3294.2,0.04
640,11,1,11,12,39,2699.4,4125.4,3504.0,-0.52
641,11,1,11,14,8,2730.2,4126.4,3306.6,-0.07
642,11,1,11,18,1,2965.3,4374.4,3368.9,-0.18
643,11,1,11,24,42,2762.6,4106.4,3250.8,-0.31
644,11,1,11,29,11,2777.9,4155.4,3309.5,-0.04
645,11,1,11,37,35,2777.3,4120.4,3387.2,-0.27
646,11,1,11,39,28,2682.3,4034.9,3346.9,-0.01
647,11,1,11,41,21,2734.4,4156.4,3401.8,-0.29
648,11,1,11,41,25,2755.8,4153.4,3292.2,-0.54
649,11,1,11,43,27,2808.5,4168.4,3388.8,-0.34
650,11,1,11,44,56,2766.3,4179.4,3315.8,0.19
651,11,1,11,48,42,2724.9,4115.4,3455.4,-0.10
652,11,1,11,54,52,2762.5,4125.9,3375.0,0.01
653,11,1,11,59,17,2766.4,4163.9,3216.7,-0.15
654,11,1,12,0,55,2802.8,4163.4,3422.4,-0.38
655,11,1,12,1,3,2732.5,4160.4,3474.8,0.00
656,11,1,12,3,17,2718.9,4058.4,3435.2,-0.03
657,11,1,12,5,51,2704.1,4037.4,3411.7,-0.10
658,11,1,12,6,20,2696.1,4032.9,3350.8,-0.13
659,11,1,12,6,32,2686.5,4053.4,3327.5,-0.18
660,11,1,12,7,6,2696.4,4044.4,3308.9,-0.01
661,11,1,12,7,54,2701.6,4050.9,3358.0,-0.08
662,11,1,12,8,37,2688.0,4038.9,3394.0,0.03
663,11,1,12,9,34,2778.5,4114.4,3368.0,-0.10
664,11,1,12,9,40,2845.1,4157.4,3332.0,-0.30
665,11,1,12,10,34,2697.1,4035.4,3305.8,-0.02
666,11,1,12,12,4,2688.6,4056.4,3375.4,0.01
667,11,1,12,13,57,2701.8,4029.4,3422.3,-0.76
668,11,1,12,14,51,2774.7,4195.4,3319.8,0.35
669,11,1,12,16,13,2728.3,4061.4,3371.0,-0.08
670,11,1,12,16,25,2771.4,4115.4,3480.9,-1.25
671,11,1,12,16,28,2710.2,4108.9,3341.3,-0.44
672,11,1,12,16,38,2690.4,4055.4,3348.9,0.03
673,11,1,12,18,0,2702.1,4080.4,3408.0,-0.31
674,11,1,12,18,25,2753.2,4102.4,3430.9,-0.30
675,11,1,12,19,44,2703.7,4030.4,3505.7,-0.23
676,11,1,12,20,0,2690.5,4072.4,3429.9,0.05
677,11,1,12,21,23,2704.1,4065.4,3425.6,-1.22
678,11,1,12,22,46,2719.3,4098.4,3364.1,-0.69
679,11,1,12,23,25,2699.7,4061.4,3341.7,-0.50
680,11,1,12,24,32,2683.0,4051.4,3337.5,0.29
681,11,1,12,24,49,2724.9,4115.9,3280.4,-0.13
682,11,1,12,26,24,2711.4,4069.4,3328.3,-0.06
683,11,1,12,27,12,2969.7,4335.9,3421.4,-0.19
684,11,1,12,28,23,2750.5,4141.4,3371.3,-0.56
685,11,1,12,28,47,2698.1,4066.9,3326.6,-0.09
686,11,1,12,29,1,2791.3,4172.9,3286.9,-0.37
687,11,1,12,30,4,2761.6,4133.4,3415.2,-0.23
688,11,1,12,30,53,2764.7,4182.9,3323.3,0.03
689,11,1,12,31,44,2697.1,4057.4,3453.0,-0.13
690,11,1,12,32,16,2688.1,4056.9,3279.7,0.05
691,11,1,12,32,44,2712.8,4040.4,3336.8,-0.20
692,11,1,12,33,43,2738.7,4121.4,3379.0,-0.20
693,11,1,12,34,6,2695.1,4055.4,3346.4,-0.27
694,11,1,12,34,17,2764.7,4145.9,3374.5,-0.23
695,11,1,12,34,27,2721.6,4082.4,3400.7,-0.14
696,11,1,12,35,17,2700.9,4052.9,3565.9,-0.25
697,11,1,12,35,35,2707.0,4064.4,3469.2,-0.47
698,11,1,12,35,44,2752.0,4104.4,3368.0,-0.17
699,11,1,12,36,25,2704.1,4076.4,3391.8,-0.11
700,11,1,12,37,26,2722.4,4078.4,3470.4,-0.37
701,11,1,12,37,40,2697.5,4057.4,3390.4,-0.26
702,11,1,12,38,59,2686.4,4068.4,3444.3,-0.26
703,11,1,12,39,9,2707.0,4110.9,3334.1,-0.44
704,11,1,12,39,27,2704.1,4061.9,3387.4,-0.38
705,11,1,12,40,16,2696.9,4066.4,3492.0,-0.29
706,11,1,12,40,28,2757.5,4158.4,3362.1,-0.27
707,11,1,12,40,39,2692.5,4073.4,3485.9,-0.14
708,11,1,12,41,23,2721.6,4085.9,3413.5,-0.40
709,11,1,12,42,5,2762.9,4104.9,3301.3,-0.37
710,11,1,12,42,19,2767.8,4147.4,3374.9,-0.64
711,11,1,12,42,40,2696.2,4066.4,3375.3,-0.12
712,11,1,12,43,35,2740.4,4122.4,3328.9,-0.19
713,11,1,12,44,24,2704.6,4066.4,3446.8,-0.30
714,11,1,12,47,10,2702.1,4077.9,3316.8,-0.11
715,11,1,12,47,55,2766.4,4208.4,3415.7,-0.33
716,11,1,12,48,1,2767.8,4167.4,3425.0,-0.25
717,11,1,12,48,5,2700.3,4059.9,3280.9,-0.24
718,11,1,12,50,9,2720.5,4086.9,3411.1,-0.27
719,11,1,12,51,5,2688.6,4037.4,3491.0,-0.09
720,11,1,12,52,4,2708.4,4102.4,3439.4,-0.20
721,11,1,12,52,25,2729.5,4086.4,3473.6,-0.16
722,11,1,12,52,57,2719.8,4076.4,3299.0,-0.16
723,11,1,12,53,16,2746.4,4109.4,3385.3,0.02
724,11,1,12,53,22,2695.9,4039.4,3456.4,0.04
725,11,1,12,53,56,2756.5,4096.4,3379.7,-0.24
726,11,1,12,55,31,2716.0,4060.4,3417.1,0.24
727,11,1,12,56,44,2759.8,4227.4,3399.6,0.21
728,11,1,13,0,30,2770.3,4171.4,3372.7,-0.03
729,11,1,13,0,53,2708.9,4049.9,3301.6,-0.13
730,11,1,13,1,31,2727.4,4062.4,3357.5,-0.31
731,11,1,13,1,44,2697.0,4058.4,3339.2,-0.02
732,11,1,13,1,54,2700.9,4076.4,3423.4,-0.16
733,11,1,13,5,44,2753.3,4077.4,3398.1,-0.20
734,11,1,13,7,54,2692.4,4017.4,3309.6,-0.30
735,11,1,13,8,41,2770.0,4142.9,3413.3,-0.26
736,11,1,13,8,49,2703.7,4043.4,3408.3,-0.36
737,11,1,13,10,15,2726.4,4055.9,3375.1,-0.17
738,11,1,13,11,16,2773.1,4080.4,3501.5,-0.40
739,11,1,13,11,26,2812.2,4149.9,3402.1,-0.40
740,11,1,13,11,37,2692.4,4046.4,3392.4,-0.22
741,11,1,13,12,24,2758.2,4106.9,3366.6,-0.18
742,11,1,13,12,56,2710.4,4092.9,3419.5,-0.14
743,11,1,13,13,17,2758.0,4171.4,3411.4,-0.32
744,11,1,13,13,22,2712.6,4039.9,3490.6,-0.51
745,11,1,13,14,17,2703.0,4071.9,3413.6,-0.66
746,11,1,13,15,13,2704.1,4083.4,3485.4,-0.22
747,11,1,13,15,46,2695.7,4034.4,3336.7,-0.38
748,11,1,13,16,3,2741.7,4137.4,3409.1,-0.46
749,11,1,13,16,35,2696.8,4081.4,3470.9,-0.22
750,11,1,13,17,6,2915.3,4326.4,3381.4,-0.16
751,11,1,13,17,42,2683.1,4051.4,3456.5,-0.33
752,11,1,13,17,57,2742.2,4138.9,3487.0,-0.48
753,11,1,13,18,39,2707.9,4086.4,3425.0,-0.25
754,11,1,13,18,47,2765.5,4160.4,3365.0,-0.21
755,11,1,13,18,56,2735.9,4131.4,3451.8,-0.34
756,11,1,13,20,21,2727.5,4087.4,3402.6,-0.23
757,11,1,13,20,27,2727.9,4141.4,3309.0,-0.39
758,11,1,13,21,2,2702.2,4072.4,3401.7,-0.46
759,11,1,13,22,35,2683.0,4051.4,3442.7,-0.17
760,11,1,13,24,0,2685.6,4068.4,3404.4,-0.27
761,11,1,13,24,14,2706.0,4077.4,3357.0,-0.26
762,11,1,13,24,52,2711.0,4086.9,3329.2,-0.23
763,11,1,13,26,18,2754.1,4149.4,3288.0,-0.30
764,11,1,13,26,56,2770.4,4126.4,3433.8,NaN
765,11,1,13,30,18,2780.8,4182.4,3370.7,-0.18
766,11,1,13,30,25,2731.6,4105.9,3381.8,-0.22
767,11,1,13,31,19,2690.2,4070.4,3329.1,-0.08
768,11,1,13,31,58,2784.3,4181.9,3460.5,-0.27
769,11,1,13,34,21,2740.7,4150.9,3361.9,-0.27
770,11,1,13,34,49,2703.3,4092.4,3458.5,-0.15
771,11,1,13,34,57,2756.4,4104.9,3467.9,-0.23
772,11,1,13,35,30,2712.0,4084.4,3372.0,-0.22
773,11,1,13,36,3,2771.0,4162.4,3278.9,-0.20
774,11,1,13,36,10,2702.8,4030.4,3460.3,-0.32
775,11,1,13,37,10,2701.3,4057.9,3420.0,-0.21
776,11,1,13,39,31,2715.9,4096.4,3404.3,-0.27
777,11,1,13,40,8,2728.0,4089.9,3295.1,-0.32
778,11,1,13,41,28,2752.3,4129.4,3436.2,-0.38
779,11,1,13,42,43,2708.7,4092.4,3370.8,-0.36
780,11,1,13,43,1,2718.8,4086.9,3560.0,-0.34
781,11,1,13,44,7,2733.3,4117.9,3460.1,-0.45
782,11,1,13,45,43,2737.6,4132.4,3274.4,-0.30
783,11,1,13,46,16,2702.9,4091.4,3449.9,-0.29
784,11,1,13,46,44,2713.3,4036.9,3439.3,-0.36
785,11,1,13,48,26,2765.5,4136.4,3344.1,-0.23
786,11,1,13,49,57,2758.1,4105.4,3404.1,-0.29
787,11,1,13,50,35,2722.2,4094.4,3379.7,-0.26
788,11,1,13,50,39,2737.7,4148.4,3450.6,-0.34
789,11,1,13,52,12,2777.4,4160.4,3315.4,-0.25
790,11,1,13,52,31,2712.6,4104.9,3408.2,-0.22
791,11,1,13,53,24,2734.9,4108.9,3310.9,-0.24
792,11,1,13,55,7,2727.3,4087.4,3397.6,-0.44
793,11,1,13,55,26,2692.9,4035.9,3436.0,-0.38
794,11,1,13,55,33,2739.5,4092.4,3416.1,-0.30
795,11,1,13,56,6,2718.2,4083.9,3357.5,-0.13
796,11,1,13,56,10,2800.3,4237.9,3450.9,-0.50
797,11,1,13,56,55,2712.9,4068.9,3441.1,-0.40
798,11,1,13,57,31,2768.7,4129.9,3225.0,-0.03
799,11,1,13,57,39,2794.4,4210.4,3333.0,-0.10
800,11,1,13,58,13,2753.9,4122.9,3324.8,-0.17
801,11,1,13,59,44,2727.6,4100.4,3301.8,-1.04
802,11,1,14,0,32,2694.0,4067.4,3491.1,-0.63
803,11,1,14,0,47,2695.7,4019.4,3474.8,-0.42
804,11,1,14,0,58,2716.5,4097.4,3430.2,-0.25
805,11,1,14,1,57,2673.7,4017.4,3529.3,-0.42
806,11,1,14,2,18,2728.5,4100.4,3436.9,-0.40
807,11,1,14,2,59,2708.2,4070.4,3384.7,-0.13
808,11,1,14,3,9,2712.8,4096.4,3403.1,-0.23
809,11,1,14,4,13,2714.0,4097.4,3466.7,-0.37
810,11,1,14,4,25,2766.0,4188.9,3267.0,0.27
811,11,1,14,5,14,2726.8,4096.4,3633.9,-0.38
812,11,1,14,5,31,2750.5,4111.4,3473.4,-0.41
813,11,1,14,6,15,2763.8,4154.4,3508.5,-0.35
814,11,1,14,6,39,2704.7,4098.4,3333.0,-0.42
815,11,1,14,7,36,2712.0,4096.4,3407.3,-0.47
816,11,1,14,8,48,2714.9,4092.4,3393.3,-0.30
817,11,1,14,11,2,2695.3,4068.4,3402.6,-0.35
818,11,1,14,11,6,2742.3,4071.9,3480.4,-0.69
819,11,1,14,11,20,2715.9,4095.4,3372.6,-0.14
820,11,1,14,11,24,2712.4,4092.4,3459.7,-0.06
821,11,1,14,13,37,2727.3,4104.9,3406.8,-0.31
822,11,1,14,14,56,2707.2,4112.4,3324.5,-0.73
823,11,1,14,15,20,2727.2,4106.4,3382.7,-0.25
824,11,1,14,15,43,2709.9,4093.4,3451.0,-0.24
825,11,1,14,15,54,2770.8,4163.9,3254.6,-0.13
826,11,1,14,15,59,2724.3,4102.9,3327.2,-0.18
827,11,1,14,19,22,2806.2,4146.9,3469.0,-0.43
828,11,1,14,19,33,2699.8,4046.4,3440.5,-0.33
829,11,1,14,20,38,2717.7,4082.9,3406.4,-0.29
830,11,1,14,20,41,2726.6,4084.4,3432.6,-0.43
831,11,1,14,20,44,2711.5,4074.4,3350.5,-0.35
832,11,1,14,21,7,2717.4,4107.4,3345.1,-0.30
833,11,1,14,21,25,2757.3,4154.9,3381.0,-0.27
834,11,1,14,22,8,2710.9,4092.9,3335.0,-0.20
835,11,1,14,22,39,2693.1,4060.9,3470.3,-0.58
836,11,1,14,24,27,2738.8,4121.4,3500.5,-0.42
837,11,1,14,24,40,2775.3,4170.4,3331.3,-0.39
838,11,1,14,25,58,2702.7,4095.4,3283.9,-0.48
839,11,1,14,26,7,2790.6,4200.4,3402.6,-0.44
840,11,1,14,27,16,2694.3,4055.4,3442.7,-0.24
841,11,1,14,28,53,2730.1,4098.9,3415.2,-0.22
842,11,1,14,29,12,2745.9,4163.9,3306.1,-0.29
843,11,1,14,29,33,2704.4,4086.4,3395.2,-0.39
844,11,1,14,29,59,2767.0,4145.4,3181.0,-0.03
845,11,1,14,31,3,2715.9,4102.4,3445.5,-0.28
846,11,1,14,31,38,2747.2,4169.9,3477.0,-0.28
847,11,1,14,32,11,2724.0,4097.4,3384.7,-0.40
848,11,1,14,32,55,2716.5,4095.9,3379.1,-0.50
849,11,1,14,34,28,2748.1,4111.4,3389.5,-0.23
850,11,1,14,35,5,2722.5,4095.4,3504.7,-0.25
851,11,1,14,37,14,2772.0,4132.9,3310.9,0.19
852,11,1,14,39,11,2802.8,4183.4,3487.0,-0.23
853,11,1,14,40,41,2764.5,4148.9,3403.9,-0.37
854,11,1,14,40,57,2937.0,4358.9,3305.9,-0.11
855,11,1,14,41,6,2737.5,4131.4,3354.4,-0.31
856,11,1,14,41,10,2774.8,4190.4,3261.3,-0.08
857,11,1,14,42,9,2729.2,4083.4,3397.9,-0.28
858,11,1,14,42,16,2767.2,4141.9,3304.2,0.01
859,11,1,14,44,43,2741.9,4111.4,3469.2,-0.35
860,11,1,14,46,53,2761.8,4147.4,3381.0,-0.33
861,11,1,14,48,14,2750.6,4127.9,3317.8,-0.25
862,11,1,14,49,44,2706.0,4097.4,3498.5,-0.11
863,11,1,14,50,30,2753.7,4118.4,3335.0,-0.15
864,11,1,14,51,50,2737.1,4093.9,3289.0,-0.04
865,11,1,14,52,40,2784.7,4170.4,3374.6,-0.28
866,11,1,14,54,2,2758.6,4154.4,3357.3,-0.18
867,11,1,14,54,14,2768.8,4165.4,3298.5,0.12
868,11,1,14,56,58,2751.3,4092.4,3350.7,-0.09
869,11,1,14,58,15,2703.4,4096.4,3441.3,-0.18
870,11,1,15,0,16,2736.3,4102.4,3368.9,-0.89
871,11,1,15,1,30,2769.8,4160.4,3377.4,0.19
872,11,1,15,1,47,2716.0,4106.4,3550.9,-0.21
873,11,1,15,2,36,2767.0,4154.4,3284.5,0.09
874,11,1,15,5,26,2735.5,4104.4,3306.5,-0.11
875,11,1,15,5,58,2753.5,4124.4,3471.1,-0.08
